date,expiry,dte,spot_at_entry,ce_entry,pe_entry,combined_premium,ce_exit,pe_exit,ce_sl_hit,pe_sl_hit,ce_pnl,pe_pnl,total_pnl,charges,net_pnl,exit_reason,ce_trailing_activated,pe_trailing_activated,ce_exit_sl_type,pe_exit_sl_type,entry_time,ce_exit_time,pe_exit_time,trade_number,_last_exit_ts
2021-03-22,2021-03-23,1,14695.8,159.45,160.8,320.25,133.2,131.85,False,False,1706.25,1881.75,3588.0,130.19,3457.81,hard_exit,False,False,fixed,fixed,09:30,2021-03-22 15:15:00+05:30,2021-03-22 15:15:00+05:30,1,2021-03-22 15:15:00+05:30
2021-03-23,2021-03-23,0,14822.9,146.55,119.1,265.65,121.0,83.65,False,False,1660.75,2304.25,3965.0,123.48,3841.52,hard_exit,False,False,fixed,fixed,09:30,2021-03-23 15:15:00+05:30,2021-03-23 15:15:00+05:30,1,2021-03-23 15:15:00+05:30
2021-03-24,2021-03-30,4,14737.6,87.7,97.4,185.1,114.01,73.25,True,False,-1710.15,1569.75,-140.4,140.05,-280.45,hard_exit,False,False,fixed,fixed,09:45,2021-03-24 10:09:00+05:30,2021-03-24 15:15:00+05:30,1,2021-03-24 15:15:00+05:30
2021-03-25,2021-03-30,3,14448.5,62.9,65.8,128.7,81.77,19.15,True,False,-1226.55,3032.25,1805.7,132.16,1673.54,winner_booking_pe_29pct,False,False,fixed,fixed,09:40,2021-03-25 09:45:00+05:30,2021-03-25 14:43:00+05:30,1,2021-03-25 14:43:00+05:30
2021-03-26,2021-03-30,2,14482.7,175.2,175.85,351.05,150.25,139.35,False,False,1621.75,2372.5,3994.25,133.59,3860.66,hard_exit,False,False,fixed,fixed,09:35,2021-03-26 15:15:00+05:30,2021-03-26 15:15:00+05:30,1,2021-03-26 15:15:00+05:30
2021-03-30,2021-03-30,0,14671.8,138.85,98.5,237.35,103.55,128.05,False,True,2294.5,-1920.75,373.75,145.93,227.82,hard_exit,False,False,fixed,fixed,09:30,2021-03-30 15:15:00+05:30,2021-03-30 10:06:00+05:30,1,2021-03-30 15:15:00+05:30
2021-03-31,2021-04-06,4,14780.8,85.95,99.9,185.85,111.74,77.4,True,False,-1676.03,1462.5,-213.53,140.18,-353.71,hard_exit,False,False,fixed,fixed,09:45,2021-03-31 09:48:00+05:30,2021-03-31 15:15:00+05:30,1,2021-03-31 15:15:00+05:30
2021-04-01,2021-04-06,3,14766.7,61.7,41.5,103.2,15.65,53.95,False,True,2993.25,-809.25,2184.0,128.9,2055.1,winner_booking_ce_25pct,False,False,fixed,fixed,09:40,2021-04-01 14:26:00+05:30,2021-04-01 09:46:00+05:30,1,2021-04-01 14:26:00+05:30
2021-04-01,2021-04-06,3,14877.0,1.9,28.0,29.9,2.47,0.85,True,False,-37.05,1764.75,1727.7,120.48,1607.22,winner_booking_pe_3pct,False,False,fixed,fixed,09:40,2021-04-01 15:13:00+05:30,2021-04-01 15:13:00+05:30,2,2021-04-01 15:13:00+05:30
2021-04-05,2021-04-06,1,14757.0,152.05,138.05,290.1,121.45,179.47,False,True,1989.0,-2691.98,-702.98,152.85,-855.83,hard_exit,False,False,fixed,fixed,09:30,2021-04-05 15:15:00+05:30,2021-04-05 10:22:00+05:30,1,2021-04-05 15:15:00+05:30
2021-04-06,2021-04-06,0,14727.3,102.4,129.65,232.05,133.12,98.0,True,False,-1996.8,2057.25,60.45,145.49,-85.04,hard_exit,False,False,fixed,fixed,09:30,2021-04-06 09:45:00+05:30,2021-04-06 15:15:00+05:30,1,2021-04-06 15:15:00+05:30
2021-04-07,2021-04-13,4,14776.7,78.25,113.0,191.25,101.72,54.6,True,False,-1525.88,3796.0,2270.12,139.29,2130.83,hard_exit,False,False,fixed,fixed,09:45,2021-04-07 09:46:00+05:30,2021-04-07 15:15:00+05:30,1,2021-04-07 15:15:00+05:30
2021-04-08,2021-04-13,3,14925.1,30.65,57.65,88.3,39.84,16.25,True,False,-597.68,2691.0,2093.32,127.19,1966.13,winner_booking_pe_28pct,False,False,fixed,fixed,09:40,2021-04-08 09:50:00+05:30,2021-04-08 13:42:00+05:30,1,2021-04-08 13:42:00+05:30
2021-04-08,2021-04-13,3,14931.1,11.8,28.2,40.0,15.34,36.66,True,True,-230.1,-549.9,-780.0,99.63,-879.63,both_sl_hit,False,False,fixed,fixed,09:40,2021-04-08 14:28:00+05:30,2021-04-08 14:34:00+05:30,2,2021-04-08 14:34:00+05:30
2021-04-09,2021-04-13,2,14855.4,153.9,151.2,305.1,125.2,134.65,False,False,1865.5,1075.75,2941.25,128.79,2812.46,hard_exit,False,False,fixed,fixed,09:35,2021-04-09 15:15:00+05:30,2021-04-09 15:15:00+05:30,1,2021-04-09 15:15:00+05:30
2021-04-12,2021-04-13,1,14428.2,139.7,156.95,296.65,152.0,129.05,False,False,-799.5,1813.5,1014.0,128.97,885.03,hard_exit,False,False,fixed,fixed,09:30,2021-04-12 15:15:00+05:30,2021-04-12 15:15:00+05:30,1,2021-04-12 15:15:00+05:30
2021-04-13,2021-04-13,0,14368.2,119.0,102.75,221.75,76.35,74.6,False,False,2772.25,1829.75,4602.0,117.88,4484.12,hard_exit,False,False,fixed,fixed,09:30,2021-04-13 15:15:00+05:30,2021-04-13 15:15:00+05:30,1,2021-04-13 15:15:00+05:30
2021-04-15,2021-04-20,3,14452.9,65.3,53.85,119.15,15.7,70.01,False,True,3224.0,-1050.08,2173.92,130.8,2043.12,winner_booking_ce_24pct,False,False,fixed,fixed,09:40,2021-04-15 14:19:00+05:30,2021-04-15 10:00:00+05:30,1,2021-04-15 14:19:00+05:30
2021-04-15,2021-04-20,3,14563.2,12.25,4.8,17.05,1.6,6.24,False,True,692.25,-93.6,598.65,119.65,479.0,winner_booking_ce_13pct,False,False,fixed,fixed,09:40,2021-04-15 15:07:00+05:30,2021-04-15 15:05:00+05:30,2,2021-04-15 15:07:00+05:30
2021-04-16,2021-04-20,2,14645.7,139.45,153.25,292.7,147.5,131.1,False,False,-523.25,1439.75,916.5,128.56,787.94,hard_exit,False,False,fixed,fixed,09:35,2021-04-16 15:15:00+05:30,2021-04-16 15:15:00+05:30,1,2021-04-16 15:15:00+05:30
2021-04-19,2021-04-20,1,14236.8,145.8,162.7,308.5,124.1,127.4,False,False,1410.5,2294.5,3705.0,128.72,3576.28,hard_exit,False,False,fixed,fixed,09:30,2021-04-19 15:15:00+05:30,2021-04-19 15:15:00+05:30,1,2021-04-19 15:15:00+05:30
2021-04-20,2021-04-20,0,14503.5,97.75,94.75,192.5,86.9,87.85,False,False,705.25,448.5,1153.75,116.53,1037.22,hard_exit,False,False,fixed,fixed,09:30,2021-04-20 15:15:00+05:30,2021-04-20 15:15:00+05:30,1,2021-04-20 15:15:00+05:30
2021-04-22,2021-04-27,3,14238.2,51.05,70.4,121.45,66.36,20.7,True,False,-995.47,3230.5,2235.02,131.03,2104.0,winner_booking_pe_29pct,False,False,fixed,fixed,09:40,2021-04-22 09:57:00+05:30,2021-04-22 14:28:00+05:30,1,2021-04-22 14:28:00+05:30
2021-04-22,2021-04-27,3,14409.4,11.2,1.65,12.85,6.85,2.14,False,True,282.75,-32.18,250.58,119.37,131.2,hard_exit,False,False,fixed,fixed,09:40,2021-04-22 15:15:00+05:30,2021-04-22 15:14:00+05:30,2,2021-04-22 15:15:00+05:30
2021-04-23,2021-04-27,2,14340.3,170.15,185.25,355.4,163.2,170.0,False,False,451.75,991.25,1443.0,135.68,1307.32,hard_exit,False,False,fixed,fixed,09:35,2021-04-23 15:15:00+05:30,2021-04-23 15:15:00+05:30,1,2021-04-23 15:15:00+05:30
2021-04-26,2021-04-27,1,14513.5,147.6,139.3,286.9,125.75,139.2,False,False,1420.25,6.5,1426.75,127.56,1299.19,hard_exit,False,False,fixed,fixed,09:30,2021-04-26 15:15:00+05:30,2021-04-26 15:15:00+05:30,1,2021-04-26 15:15:00+05:30
2021-04-27,2021-04-27,0,14530.8,102.6,128.15,230.75,93.6,99.1,False,False,585.0,1888.25,2473.25,120.25,2353.0,hard_exit,False,False,fixed,fixed,09:30,2021-04-27 15:15:00+05:30,2021-04-27 15:15:00+05:30,1,2021-04-27 15:15:00+05:30
2021-04-28,2021-05-04,4,14752.0,75.8,83.55,159.35,72.2,70.4,False,False,234.0,854.75,1088.75,112.64,976.11,hard_exit,False,False,fixed,fixed,09:45,2021-04-28 15:15:00+05:30,2021-04-28 15:15:00+05:30,1,2021-04-28 15:15:00+05:30
2021-04-29,2021-05-04,3,15027.9,35.8,62.15,97.95,46.54,18.2,True,False,-698.1,2856.75,2158.65,128.29,2030.36,winner_booking_pe_29pct,False,False,fixed,fixed,09:40,2021-04-29 09:41:00+05:30,2021-04-29 14:28:00+05:30,1,2021-04-29 14:28:00+05:30
2021-04-29,2021-05-04,3,14891.2,2.25,6.5,8.75,1.55,5.75,False,False,45.5,48.75,94.25,95.38,-1.13,hard_exit,False,False,fixed,fixed,09:40,2021-04-29 15:15:00+05:30,2021-04-29 15:15:00+05:30,2,2021-04-29 15:15:00+05:30
2021-04-30,2021-05-04,2,14836.1,169.5,185.0,354.5,197.4,149.15,False,False,-1813.5,2330.25,516.75,136.14,380.61,hard_exit,False,False,fixed,fixed,09:35,2021-04-30 15:15:00+05:30,2021-04-30 15:15:00+05:30,1,2021-04-30 15:15:00+05:30
2021-05-03,2021-05-04,1,14524.2,163.5,140.0,303.5,152.2,119.05,False,False,734.5,1361.75,2096.25,129.12,1967.13,hard_exit,False,False,fixed,fixed,09:30,2021-05-03 15:15:00+05:30,2021-05-03 15:15:00+05:30,1,2021-05-03 15:15:00+05:30
2021-05-04,2021-05-04,0,14664.4,130.1,103.05,233.15,111.85,104.05,False,False,1186.25,-65.0,1121.25,121.37,999.88,hard_exit,False,False,fixed,fixed,09:30,2021-05-04 15:15:00+05:30,2021-05-04 15:15:00+05:30,1,2021-05-04 15:15:00+05:30
2021-05-05,2021-05-11,4,14569.4,109.1,90.55,199.65,141.83,117.72,True,True,-2127.45,-1765.73,-3893.18,120.48,-4013.66,both_sl_hit,False,False,fixed,fixed,09:45,2021-05-05 10:04:00+05:30,2021-05-05 10:05:00+05:30,1,2021-05-05 10:05:00+05:30
2021-05-06,2021-05-11,3,14686.1,40.0,58.4,98.4,52.0,17.25,True,False,-780.0,2674.75,1894.75,128.51,1766.24,winner_booking_pe_30pct,False,False,fixed,fixed,09:40,2021-05-06 09:54:00+05:30,2021-05-06 14:35:00+05:30,1,2021-05-06 14:35:00+05:30
2021-05-07,2021-05-11,2,14849.2,137.15,133.15,270.3,142.25,114.9,False,False,-331.5,1186.25,854.75,125.94,728.81,hard_exit,False,False,fixed,fixed,09:35,2021-05-07 15:15:00+05:30,2021-05-07 15:15:00+05:30,1,2021-05-07 15:15:00+05:30
2021-05-10,2021-05-11,1,14925.6,91.4,109.25,200.65,118.82,94.4,True,False,-1782.3,965.25,-817.05,142.31,-959.36,hard_exit,False,False,fixed,fixed,09:30,2021-05-10 09:49:00+05:30,2021-05-10 15:15:00+05:30,1,2021-05-10 15:15:00+05:30
2021-05-11,2021-05-11,0,14823.5,88.15,67.05,155.2,63.5,87.16,False,True,1602.25,-1307.48,294.77,136.23,158.54,hard_exit,False,False,fixed,fixed,09:30,2021-05-11 15:15:00+05:30,2021-05-11 09:31:00+05:30,1,2021-05-11 15:15:00+05:30
2021-05-12,2021-05-18,4,14765.2,47.45,40.3,87.75,61.68,52.39,True,True,-925.28,-785.85,-1711.13,105.86,-1816.98,both_sl_hit,False,False,fixed,fixed,09:45,2021-05-12 10:22:00+05:30,2021-05-12 10:23:00+05:30,1,2021-05-12 10:23:00+05:30
2021-05-12,2021-05-18,4,14742.4,34.4,43.8,78.2,44.72,8.9,True,False,-670.8,2268.5,1597.7,126.29,1471.41,winner_booking_pe_20pct,False,False,fixed,fixed,09:45,2021-05-12 11:10:00+05:30,2021-05-12 14:45:00+05:30,2,2021-05-12 14:45:00+05:30
2021-05-14,2021-05-18,2,14626.0,134.65,150.0,284.65,122.0,131.45,False,False,822.25,1205.75,2028.0,126.92,1901.08,hard_exit,False,False,fixed,fixed,09:35,2021-05-14 15:15:00+05:30,2021-05-14 15:15:00+05:30,1,2021-05-14 15:15:00+05:30
2021-05-17,2021-05-18,1,14736.6,100.55,113.05,213.6,110.75,87.05,False,False,-663.0,1690.0,1027.0,119.11,907.89,hard_exit,False,False,fixed,fixed,09:30,2021-05-17 15:15:00+05:30,2021-05-17 15:15:00+05:30,1,2021-05-17 15:15:00+05:30
2021-05-18,2021-05-18,0,15115.8,98.4,73.2,171.6,91.0,95.16,False,True,481.0,-1427.4,-946.4,138.94,-1085.34,hard_exit,False,False,fixed,fixed,09:30,2021-05-18 15:15:00+05:30,2021-05-18 09:35:00+05:30,1,2021-05-18 15:15:00+05:30
2021-05-19,2021-05-25,4,15105.3,78.0,66.05,144.05,57.7,64.15,False,False,1319.5,123.5,1443.0,110.6,1332.4,hard_exit,False,False,fixed,fixed,09:45,2021-05-19 15:15:00+05:30,2021-05-19 15:15:00+05:30,1,2021-05-19 15:15:00+05:30
2021-05-20,2021-05-25,3,14988.0,38.55,49.15,87.7,50.11,13.4,True,False,-751.72,2323.75,1572.02,127.44,1444.58,winner_booking_pe_27pct,False,False,fixed,fixed,09:40,2021-05-20 10:08:00+05:30,2021-05-20 14:22:00+05:30,1,2021-05-20 14:22:00+05:30
2021-05-20,2021-05-25,3,14898.4,3.45,6.0,9.45,4.49,1.55,True,False,-67.28,289.25,221.98,118.98,102.99,winner_booking_pe_26pct,False,False,fixed,fixed,09:40,2021-05-20 15:08:00+05:30,2021-05-20 15:11:00+05:30,2,2021-05-20 15:11:00+05:30
2021-05-21,2021-05-25,2,15024.6,143.5,110.35,253.85,120.5,110.0,False,False,1495.0,22.75,1517.75,123.58,1394.17,hard_exit,False,False,fixed,fixed,09:35,2021-05-21 15:15:00+05:30,2021-05-21 15:15:00+05:30,1,2021-05-21 15:15:00+05:30
2021-05-24,2021-05-25,1,15201.3,108.4,107.5,215.9,94.6,93.4,False,False,897.0,916.5,1813.5,118.9,1694.6,hard_exit,False,False,fixed,fixed,09:30,2021-05-24 15:15:00+05:30,2021-05-24 15:15:00+05:30,1,2021-05-24 15:15:00+05:30
2021-05-25,2021-05-25,0,15268.2,93.05,67.5,160.55,81.55,87.75,False,True,747.5,-1316.25,-568.75,137.4,-706.15,hard_exit,False,False,fixed,fixed,09:30,2021-05-25 15:15:00+05:30,2021-05-25 09:36:00+05:30,1,2021-05-25 15:15:00+05:30
2021-05-26,2021-06-01,4,15220.8,71.75,54.55,126.3,55.25,70.91,False,True,1072.5,-1063.72,8.78,132.98,-124.2,hard_exit,False,False,fixed,fixed,09:45,2021-05-26 15:15:00+05:30,2021-05-26 09:50:00+05:30,1,2021-05-26 15:15:00+05:30
2021-05-27,2021-06-01,3,15292.8,37.0,47.8,84.8,48.1,12.75,True,False,-721.5,2278.25,1556.75,127.1,1429.65,winner_booking_pe_27pct,False,False,fixed,fixed,09:40,2021-05-27 11:05:00+05:30,2021-05-27 14:43:00+05:30,1,2021-05-27 14:43:00+05:30
2021-05-28,2021-06-01,2,15426.7,105.9,132.65,238.55,97.95,118.85,False,False,516.75,897.0,1413.75,121.83,1291.92,hard_exit,False,False,fixed,fixed,09:35,2021-05-28 15:15:00+05:30,2021-05-28 15:15:00+05:30,1,2021-05-28 15:15:00+05:30
2021-05-31,2021-06-01,1,15381.5,88.95,107.0,195.95,65.75,110.05,False,False,1508.0,-198.25,1309.75,116.84,1192.91,hard_exit,False,False,fixed,fixed,09:30,2021-05-31 15:15:00+05:30,2021-05-31 15:15:00+05:30,1,2021-05-31 15:15:00+05:30
2021-06-01,2021-06-01,0,15641.7,65.9,98.45,164.35,85.67,78.9,True,False,-1285.05,1270.75,-14.3,137.51,-151.81,hard_exit,False,False,fixed,fixed,09:30,2021-06-01 09:51:00+05:30,2021-06-01 15:15:00+05:30,1,2021-06-01 15:15:00+05:30
2021-06-02,2021-06-08,4,15515.6,69.15,57.6,126.75,38.25,74.88,False,True,2008.5,-1123.2,885.3,132.49,752.81,hard_exit,False,False,fixed,fixed,09:45,2021-06-02 15:15:00+05:30,2021-06-02 09:47:00+05:30,1,2021-06-02 15:15:00+05:30
2021-06-03,2021-06-08,3,15672.9,36.7,28.75,65.45,8.15,37.38,False,True,1855.75,-560.62,1295.13,124.97,1170.16,winner_booking_ce_22pct,False,False,fixed,fixed,09:40,2021-06-03 14:33:00+05:30,2021-06-03 10:45:00+05:30,1,2021-06-03 14:33:00+05:30
2021-06-04,2021-06-08,2,15706.0,114.9,119.3,234.2,91.0,107.75,False,False,1553.5,750.75,2304.25,120.77,2183.48,hard_exit,False,False,fixed,fixed,09:35,2021-06-04 15:15:00+05:30,2021-06-04 15:15:00+05:30,1,2021-06-04 15:15:00+05:30
2021-06-07,2021-06-08,1,15696.4,89.0,86.7,175.7,87.6,79.7,False,False,91.0,455.0,546.0,114.91,431.09,hard_exit,False,False,fixed,fixed,09:30,2021-06-07 15:15:00+05:30,2021-06-07 15:15:00+05:30,1,2021-06-07 15:15:00+05:30
2021-06-08,2021-06-08,0,15747.9,70.35,77.8,148.15,91.46,66.85,True,False,-1371.83,711.75,-660.08,135.98,-796.06,hard_exit,False,False,fixed,fixed,09:30,2021-06-08 09:41:00+05:30,2021-06-08 15:15:00+05:30,1,2021-06-08 15:15:00+05:30
2021-06-09,2021-06-15,4,15775.3,36.9,74.4,111.3,47.97,46.45,True,False,-719.55,1816.75,1097.2,130.53,966.67,hard_exit,False,False,fixed,fixed,09:45,2021-06-09 09:46:00+05:30,2021-06-09 15:15:00+05:30,1,2021-06-09 15:15:00+05:30
2021-06-10,2021-06-15,3,15705.7,36.35,38.75,75.1,10.9,50.38,False,True,1654.25,-755.62,898.63,126.36,772.27,winner_booking_ce_30pct,False,False,fixed,fixed,09:40,2021-06-10 13:56:00+05:30,2021-06-10 12:00:00+05:30,1,2021-06-10 13:56:00+05:30
2021-06-10,2021-06-15,3,15743.0,11.15,20.25,31.4,14.5,26.32,True,True,-217.43,-394.87,-612.3,98.5,-710.8,both_sl_hit,False,False,fixed,fixed,09:40,2021-06-10 14:47:00+05:30,2021-06-10 14:49:00+05:30,2,2021-06-10 14:49:00+05:30
2021-06-11,2021-06-15,2,15824.9,113.6,92.5,206.1,92.05,88.7,False,False,1400.75,247.0,1647.75,117.84,1529.91,hard_exit,False,False,fixed,fixed,09:35,2021-06-11 15:15:00+05:30,2021-06-11 15:15:00+05:30,1,2021-06-11 15:15:00+05:30
2021-06-14,2021-06-15,1,15648.6,101.9,97.65,199.55,83.85,70.0,False,False,1173.25,1797.25,2970.5,116.25,2854.25,hard_exit,False,False,fixed,fixed,09:30,2021-06-14 15:15:00+05:30,2021-06-14 15:15:00+05:30,1,2021-06-14 15:15:00+05:30
2021-06-15,2021-06-15,0,15886.9,54.4,86.1,140.5,70.72,80.65,True,False,-1060.8,354.25,-706.55,135.1,-841.65,hard_exit,False,False,fixed,fixed,09:30,2021-06-15 09:32:00+05:30,2021-06-15 15:15:00+05:30,1,2021-06-15 15:15:00+05:30
2021-06-16,2021-06-22,4,15851.9,62.05,58.0,120.05,80.66,75.4,True,True,-1209.97,-1131.0,-2340.98,110.08,-2451.06,both_sl_hit,False,False,fixed,fixed,09:45,2021-06-16 10:55:00+05:30,2021-06-16 10:04:00+05:30,1,2021-06-16 10:55:00+05:30
2021-06-17,2021-06-22,3,15713.4,41.85,38.05,79.9,11.7,49.46,False,True,1959.75,-741.97,1217.78,126.73,1091.05,winner_booking_ce_28pct,False,False,fixed,fixed,09:40,2021-06-17 13:36:00+05:30,2021-06-17 09:54:00+05:30,1,2021-06-17 13:36:00+05:30
2021-06-17,2021-06-22,3,15651.9,23.65,18.9,42.55,30.74,24.57,True,True,-461.17,-368.55,-829.73,99.96,-929.69,both_sl_hit,False,False,fixed,fixed,09:40,2021-06-17 14:23:00+05:30,2021-06-17 14:22:00+05:30,2,2021-06-17 14:23:00+05:30
2021-06-17,2021-06-22,3,15693.8,1.3,14.35,15.65,1.69,2.7,True,False,-25.35,757.25,731.9,119.41,612.49,winner_booking_pe_19pct,False,False,fixed,fixed,09:40,2021-06-17 15:09:00+05:30,2021-06-17 15:15:00+05:30,3,2021-06-17 15:15:00+05:30
2021-06-18,2021-06-22,2,15702.2,112.8,104.55,217.35,146.64,135.92,True,True,-2199.6,-2038.72,-4238.33,122.79,-4361.12,both_sl_hit,False,False,fixed,fixed,09:35,2021-06-18 10:00:00+05:30,2021-06-18 09:57:00+05:30,1,2021-06-18 10:00:00+05:30
2021-06-21,2021-06-22,1,15571.2,118.8,109.35,228.15,82.0,86.8,False,False,2392.0,1465.75,3857.75,119.09,3738.66,hard_exit,False,False,fixed,fixed,09:30,2021-06-21 15:15:00+05:30,2021-06-21 15:15:00+05:30,1,2021-06-21 15:15:00+05:30
2021-06-22,2021-06-22,0,15857.1,67.7,76.9,144.6,55.85,79.05,False,False,770.25,-139.75,630.5,111.17,519.33,hard_exit,False,False,fixed,fixed,09:30,2021-06-22 15:15:00+05:30,2021-06-22 15:15:00+05:30,1,2021-06-22 15:15:00+05:30
2021-06-23,2021-06-29,4,15800.3,63.25,62.0,125.25,82.22,80.6,True,True,-1233.38,-1209.0,-2442.38,110.76,-2553.14,both_sl_hit,False,False,fixed,fixed,09:45,2021-06-23 10:10:00+05:30,2021-06-23 12:45:00+05:30,1,2021-06-23 12:45:00+05:30
2021-06-24,2021-06-29,3,15756.1,39.8,42.55,82.35,51.74,11.55,True,False,-776.1,2015.0,1238.9,127.01,1111.89,winner_booking_pe_27pct,False,False,fixed,fixed,09:40,2021-06-24 12:21:00+05:30,2021-06-24 14:29:00+05:30,1,2021-06-24 14:29:00+05:30
2021-06-24,2021-06-29,3,15795.2,0.8,8.55,9.35,0.5,8.45,False,False,19.5,6.5,26.0,95.49,-69.49,hard_exit,False,False,fixed,fixed,09:40,2021-06-24 15:15:00+05:30,2021-06-24 15:15:00+05:30,2,2021-06-24 15:15:00+05:30
2021-08-20,2021-08-24,2,16478.0,90.0,127.8,217.8,117.0,98.05,True,False,-1755.0,1933.75,178.75,143.73,35.02,hard_exit,False,False,fixed,fixed,09:35,2021-08-20 10:00:00+05:30,2021-08-20 15:15:00+05:30,1,2021-08-20 15:15:00+05:30
2021-09-20,2021-09-21,1,17516.8,104.0,91.15,195.15,117.6,118.5,False,True,-884.0,-1777.42,-2661.42,142.79,-2804.21,hard_exit,False,False,fixed,fixed,09:30,2021-09-20 15:15:00+05:30,2021-09-20 10:20:00+05:30,1,2021-09-20 15:15:00+05:30
2021-09-21,2021-09-21,0,17465.4,113.65,95.6,209.25,80.65,124.28,False,True,2145.0,-1864.2,280.8,142.65,138.15,hard_exit,False,False,fixed,fixed,09:30,2021-09-21 15:15:00+05:30,2021-09-21 09:43:00+05:30,1,2021-09-21 15:15:00+05:30
2021-09-22,2021-09-28,4,17566.0,79.15,68.3,147.45,69.1,88.79,False,True,653.25,-1331.85,-678.6,135.91,-814.51,hard_exit,False,False,fixed,fixed,09:45,2021-09-22 15:15:00+05:30,2021-09-22 09:51:00+05:30,1,2021-09-22 15:15:00+05:30
2021-09-23,2021-09-28,3,17688.1,26.4,43.6,70.0,34.32,11.45,True,False,-514.8,2089.75,1574.95,125.34,1449.61,winner_booking_pe_26pct,False,False,fixed,fixed,09:40,2021-09-23 09:59:00+05:30,2021-09-23 13:27:00+05:30,1,2021-09-23 13:27:00+05:30
2021-09-23,2021-09-28,3,17780.8,9.25,29.8,39.05,12.02,8.65,True,False,-180.38,1374.75,1194.38,121.9,1072.47,winner_booking_pe_29pct,False,False,fixed,fixed,09:40,2021-09-23 14:23:00+05:30,2021-09-23 14:35:00+05:30,2,2021-09-23 14:35:00+05:30
2021-09-24,2021-09-28,2,17926.4,117.95,149.3,267.25,126.0,113.7,False,False,-523.25,2314.0,1790.75,125.0,1665.75,hard_exit,False,False,fixed,fixed,09:35,2021-09-24 15:15:00+05:30,2021-09-24 15:15:00+05:30,1,2021-09-24 15:15:00+05:30
2021-09-27,2021-09-28,1,17917.9,120.75,99.95,220.7,101.75,96.55,False,False,1235.0,221.0,1456.0,119.69,1336.31,hard_exit,False,False,fixed,fixed,09:30,2021-09-27 15:15:00+05:30,2021-09-27 15:15:00+05:30,1,2021-09-27 15:15:00+05:30
2021-09-28,2021-09-28,0,17818.9,115.6,86.9,202.5,96.95,112.97,False,True,1212.25,-1694.55,-482.3,142.32,-624.62,hard_exit,False,False,fixed,fixed,09:30,2021-09-28 15:15:00+05:30,2021-09-28 09:58:00+05:30,1,2021-09-28 15:15:00+05:30
2021-09-29,2021-10-05,4,17635.8,82.0,91.35,173.35,106.6,65.45,True,False,-1599.0,1683.5,84.5,138.51,-54.01,hard_exit,False,False,fixed,fixed,09:45,2021-09-29 09:50:00+05:30,2021-09-29 15:15:00+05:30,1,2021-09-29 15:15:00+05:30
2021-09-30,2021-10-05,3,17712.1,52.9,46.15,99.05,15.0,60.0,False,True,2463.5,-899.92,1563.58,128.79,1434.78,winner_booking_ce_28pct,False,False,fixed,fixed,09:40,2021-09-30 14:17:00+05:30,2021-09-30 09:48:00+05:30,1,2021-09-30 14:17:00+05:30
2021-09-30,2021-10-05,3,17626.2,1.75,30.3,32.05,2.28,4.3,True,False,-34.12,1690.0,1655.88,120.78,1535.1,winner_booking_pe_14pct,False,False,fixed,fixed,09:40,2021-09-30 15:03:00+05:30,2021-09-30 15:03:00+05:30,2,2021-09-30 15:03:00+05:30
2021-10-01,2021-10-05,2,17514.2,153.5,156.8,310.3,119.45,139.45,False,False,2213.25,1127.75,3341.0,129.16,3211.84,hard_exit,False,False,fixed,fixed,09:35,2021-10-01 15:15:00+05:30,2021-10-01 15:15:00+05:30,1,2021-10-01 15:15:00+05:30
2021-10-04,2021-10-05,1,17623.4,112.5,109.4,221.9,102.1,90.65,False,False,676.0,1218.75,1894.75,119.56,1775.19,hard_exit,False,False,fixed,fixed,09:30,2021-10-04 15:15:00+05:30,2021-10-04 15:15:00+05:30,1,2021-10-04 15:15:00+05:30
2021-10-05,2021-10-05,0,17667.9,102.4,88.65,191.05,63.0,80.7,False,False,2561.0,516.75,3077.75,115.17,2962.58,hard_exit,False,False,fixed,fixed,09:30,2021-10-05 15:15:00+05:30,2021-10-05 15:15:00+05:30,1,2021-10-05 15:15:00+05:30
2021-10-06,2021-10-12,4,17845.3,60.7,73.35,134.05,78.91,63.85,True,False,-1183.65,617.5,-566.15,134.25,-700.4,hard_exit,False,False,fixed,fixed,09:45,2021-10-06 10:15:00+05:30,2021-10-06 15:15:00+05:30,1,2021-10-06 15:15:00+05:30
2021-10-07,2021-10-12,3,17819.0,52.15,30.1,82.25,13.75,39.13,False,True,2496.0,-586.95,1909.05,126.58,1782.47,winner_booking_ce_26pct,False,False,fixed,fixed,09:40,2021-10-07 13:35:00+05:30,2021-10-07 09:48:00+05:30,1,2021-10-07 13:35:00+05:30
2021-10-07,2021-10-12,3,17831.15,11.6,21.8,33.4,15.08,5.0,True,False,-226.2,1092.0,865.8,121.43,744.37,winner_booking_pe_23pct,False,False,fixed,fixed,09:40,2021-10-07 14:33:00+05:30,2021-10-07 14:33:00+05:30,2,2021-10-07 14:33:00+05:30
2021-10-08,2021-10-12,2,17866.9,130.7,122.05,252.75,110.2,110.6,False,False,1332.5,744.25,2076.75,123.11,1953.64,hard_exit,False,False,fixed,fixed,09:35,2021-10-08 15:15:00+05:30,2021-10-08 15:15:00+05:30,1,2021-10-08 15:15:00+05:30
